strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/Slovakia/CeMM4307/2021	2021-01-07	20I/501Y.V1	Slovakia	Palovce nad Uhom	Palovce nad Uhom	EPI_ISL_1495219	Public Health Authority of the Slovak Republic	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Fabian Amman, Petr Triska, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Slovakia/CeMM4308/2021	2021-01-07	20I/501Y.V1	Slovakia	Palovce nad Uhom	Palovce nad Uhom	EPI_ISL_1495220	Public Health Authority of the Slovak Republic	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Fabian Amman, Petr Triska, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Slovakia/CeMM4301/2021	2021-01-07	20I/501Y.V1	Slovakia	Palovce nad Uhom	Palovce nad Uhom	EPI_ISL_1495213	Public Health Authority of the Slovak Republic	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Fabian Amman, Petr Triska, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Slovakia/UKBA-720/2021	2021-01-08	20I/501Y.V1	Slovakia	Prievidza	Prievidza	EPI_ISL_875519	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/England/NORW-22CC80/2021	2021-01-11	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1249059	Quadram Institute Bioscience	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin O’Grady		
hCoV-19/England/OXON-F76D87/2021	2021-01-31	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1309782	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Tanya Golubchik, David Bonsall, George Macintyre, Amy Trebes, Mariateresa de Cesare, Catrin Moore, Alex Mobbs, Anita Justice, Robert Shaw, Monique Andersson, Timothy Peto, Emma Wise, Nathan Moore, Jessica Lynch, Nick Cortes, Matilde Mori, Stephen Kidd, David Buck, John Todd, Christophe Fraser		
hCoV-19/France/PAC-HCL021011704101/2021	2021-01-07	20I/501Y.V1	France	Provence-Alpes-Cote dAzur	Provence-Alpes-Cote dAzur	EPI_ISL_1359956	CENTRE HOSPITALIER DU PAYS D'AIX	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Aix-en-Provence
hCoV-19/Germany/HB-ChVir22614/2021	2021-01-14	20I/501Y.V1	Germany	Bremen	Bremen	EPI_ISL_909747	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Charité Universitätsmedizin Berlin, Institut für Virologie		Victor M Corman, Barbara Mühlemann, Jörn Beheim-Schwarzbach, Tobias Bleicker, Julia Tesch, Talitha Veith, Julia Schneider, Terry Jones, Christian Drosten		
hCoV-19/Austria/CeMM3396/2021	2021-01-27	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117812	Institut für Pathologie,  Salzkammergut Klinikum Vöcklabruck	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		Vöcklabruck
hCoV-19/Germany/RP-RKI-I-018346/2021	2021-01-27	20I/501Y.V1	Germany	Rhineland-Palatinate	Rhineland-Palatinate	EPI_ISL_1148508	Klinikum der Stadt Ludwigshafen - Institut für Labordiagnostik Hygiene und Transfusionsmedizin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/RP-RKI-I-018344/2021	2021-01-27	20I/501Y.V1	Germany	Rhineland-Palatinate	Rhineland-Palatinate	EPI_ISL_1148506	Klinikum der Stadt Ludwigshafen - Institut für Labordiagnostik Hygiene und Transfusionsmedizin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Italy/CAM-TIGEM-11389/2021	2021-01-27	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020659	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11376/2021	2021-01-14	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020646	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/UMB-IZSGC-70799_1_30/2021	2021-01-08	20I/501Y.V1	Italy	Umbria	Umbria	EPI_ISL_1212677	Istituto Zooprofilattico Sperimentale Umbria e Marche \\"Togo Rosati\\	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	\"Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”"		Biagetti M., Giammarioli M., Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G		
hCoV-19/Italy/CAM-TIGEM-11414/2021	2021-01-19	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020680	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11388/2021	2021-01-19	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020658	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-6437/2021	2021-01-03	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1424400	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11394/2021	2021-01-27	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020664	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-8349/2021	2021-01-17	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1633029	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11416/2021	2021-01-19	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020682	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11380/2021	2021-01-19	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020650	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11381/2021	2021-01-19	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020651	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4814/2021	2021-01-16	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254887	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4841/2021	2021-01-16	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254911	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4848/2021	2021-01-16	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254917	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4831/2021	2021-01-16	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254901	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-6476/2021	2021-01-03	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1424432	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4687/2021	2021-01-22	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254775	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-6393/2021	2021-01-20	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1424367	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi,Patrizia Annunziata,Francesco Panariello,Biancamaria Pierri Claudia Tiberio Valentina Bouche,Chiara Colantuono,Maria Concetta Cuomo,Denise Di Concilio,Lucio Di Filippo,Anna Manfredi,Marcello Salvi,Antonio Limone Luigi Atripaldi Pellegrino Cerino,Andrea Ballabio,Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-11391/2021	2021-01-27	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_2020661	Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	TIGEM		Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4693/2021	2021-01-23	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254781	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4625/2021	2021-01-09	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254726	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4696/2021	2021-01-22	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254784	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4708/2021	2021-01-22	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254795	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4698/2021	2021-01-22	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254786	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Italy/CAM-TIGEM-4705/2021	2021-01-22	20I/501Y.V1	Italy	Campania	Campania	EPI_ISL_1254792	Istituto Zooprofilattico Sperimentale del Mezzogiorno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Telethon Institute of Genetics and Medicine (TIGEM)		Antonio Grimaldi  Patrizia Annunziata  Francesco Panariello  Biancamaria Pierri Claudia Tiberio Valentina Bouche  Chiara Colantuono  Maria Concetta Cuomo  Denise Di Concilio  Lucio Di Filippo  Anna Manfredi  Marcello Salvi  Antonio Limone Luigi Atripaldi Pellegrino Cerino  Andrea Ballabio  Davide Cacchiarelli		
hCoV-19/Germany/NI-RKI-I-012535/2021	2021-01-28	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1142668	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/SH-RKI-I-015365/2021	2021-01-30	20I/501Y.V1	Germany	Schleswig-Holstein	Schleswig-Holstein	EPI_ISL_1145527	LADR Zentrallabor DR. Kramer & Kollegen Geesthacht	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Switzerland/BE-ETHZ-470518/2021	2021-01-22	20I/501Y.V1	Switzerland	Bern	Bern	EPI_ISL_1129555	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich		Chaoran Chen, Sarah Nadeau, Catharine Aquino, Ivan Topolsky, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Andreia Cabral de Gouvea, Maria Domenica Moccia, Simon Grüter, Timothy Sykes, Lennart Opitz, Griffin White, Laura Neff, Doris Popovic, Andrea Patrignani, Jay Tracy, Ralph Schlapbach, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza,  Niko Beerenwinkel, Tanja Stadler		
hCoV-19/Switzerland/SO-ETHZ-481199/2021	2021-01-31	20I/501Y.V1	Switzerland	Solothurn	Solothurn	EPI_ISL_1130285	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich		Christian Beisel, Sarah Nadeau, Chaoran Chen, Ivan Topolsky, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Rebecca Denes, Mirjam Feldkamp, Ina Nissen, Natascha Santacroce, Elodie Burcklen, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza, Niko Beerenwinkel, Tanja Stadler		
hCoV-19/Austria/CeMM3248/2021	2021-01-22	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_1008245	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Austria/CeMM3119/2021	2021-01-14	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934694	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Denmark/DCGC-28781/2021	2021-01-04	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_844761	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark		Danish Covid-19 Genome Consortium		
